id,review_tier,question_text,predicted_subject,flag
971,5-FULL_REVIEW,"Her __________ nature made her popular among her peers, always ready to help and offer a kind word.",,
974,5-FULL_REVIEW,"The __________ decision of the committee was met with widespread approval, as it addressed the core issues effectively.",,
977,5-FULL_REVIEW,"Despite the __________ evidence, the defense attorney managed to cast doubt on the prosecution's case.",,
980,5-FULL_REVIEW,"The artist's __________ style was evident in every brushstroke, making her work instantly recognizable.",,
983,5-FULL_REVIEW,His __________ for detail ensured that every aspect of the project was meticulously planned and executed.,,
217,5-FULL_REVIEW,"The moment of greatest tension or emotional intensity in a plot, where the main conflict is confronted, is known as the:",,
64,5-FULL_REVIEW,"The sella turcica, a saddle-shaped depression that houses the pituitary gland, is a prominent feature of which cranial bone?",,
65,5-FULL_REVIEW,Which of the following features is characteristic of cervical vertebrae (C2-C6) and helps to distinguish them from other vertebral types?,,
67,5-FULL_REVIEW,Which specific part of the os coxa (hip bone) articulates with the sacrum to form the sacroiliac joint?,,
74,5-FULL_REVIEW,The only direct bony articulation between the axial skeleton and the pectoral girdle is formed by which joint?,,
77,5-FULL_REVIEW,"The lambdoid suture, one of the major sutures of the skull, separates the parietal bones from which other cranial bone?",,
82,5-FULL_REVIEW,Intramembranous ossification is the specific process responsible for the formation of which of the following bone types?,,
90,5-FULL_REVIEW,The radiocarpal joint (wrist joint) primarily involves the articulation between the distal end of the radius and which specific carpal bones?,,
496,6-OFF_CURRICULUM_CHECK,David Hume argued against the credibility of miracles primarily because:,,OFF_CURRICULUM: philosophy of religion (Hume/miracles) - not in curriculum
737,6-OFF_CURRICULUM_CHECK,Which historical period or phenomenon is often cited as a significant turning point in the study and perception of political apathy in Western democracies?,,OFF_CURRICULUM: political science theory - not in curriculum
487,6-OFF_CURRICULUM_CHECK,"The argument that a benevolent, omnipotent, and omniscient God cannot logically coexist with evil and suffering is known as what?",,OFF_CURRICULUM: philosophy (problem of evil) - not in curriculum
489,6-OFF_CURRICULUM_CHECK,"The Christian doctrine that God exists as three co-equal, co-eternal persons – Father, Son, and Holy Spirit – is known as what?",,OFF_CURRICULUM: theology (Trinity doctrine) - not covered by CRS subtopic list
490,6-OFF_CURRICULUM_CHECK,St. Anselm's Ontological Argument for God's existence begins with the premise that God is:,,OFF_CURRICULUM: philosophy (ontological argument) - not in curriculum
66,6-OFF_CURRICULUM_CHECK,A gomphosis is a specific type of fibrous joint characterized by what unique anatomical attachment?,,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB Biology scope
69,6-OFF_CURRICULUM_CHECK,The prominent projection known as the medial malleolus is an anatomical feature of which bone in the lower leg?,,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB Biology scope
73,6-OFF_CURRICULUM_CHECK,A 'floating rib' is specifically characterized by which anatomical feature or lack thereof?,,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB Biology scope
83,6-OFF_CURRICULUM_CHECK,"Which foramen, located between the petrous part of the temporal bone and the occipital bone, transmits cranial nerves IX (glossopharyngeal), X (vagus), and XI (accessory)?",,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB Biology scope
88,6-OFF_CURRICULUM_CHECK,Volkmann's canals (perforating canals) in compact bone differ from Haversian canals (central canals) in which key anatomical aspect?,,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB Biology scope
389,6-OFF_CURRICULUM_CHECK,"A testable explanation for an observation or phenomenon, which can be supported or refuted through experimentation, is called a:",,OFF_CURRICULUM: general scientific method/hypothesis definition - not subject specific
491,6-OFF_CURRICULUM_CHECK,Immanuel Kant's ethical theory is primarily based on the concept of:,,OFF_CURRICULUM: philosophy (Kant ethics) - not in curriculum
855,6-OFF_CURRICULUM_CHECK,"During a job interview for a corporate position, which phrase would be most suitable to describe your work experience?",,OFF_CURRICULUM: job interview soft skills - not in curriculum
868,6-OFF_CURRICULUM_CHECK,"Romanticism in art, which flourished in the early 19th century, placed a strong emphasis on:",,OFF_CURRICULUM: Western art history (Romanticism) - not in Fine Arts curriculum
873,6-OFF_CURRICULUM_CHECK,"The Dutch art movement 'De Stijl,' co-founded by Piet Mondrian, advocated for an aesthetic based on:",,OFF_CURRICULUM: Western art history (De Stijl/Mondrian) - not in Fine Arts curriculum
888,6-OFF_CURRICULUM_CHECK,"Many Romantic poets, such as William Wordsworth and Samuel Taylor Coleridge, often emphasized which of the following in their works?",,OFF_CURRICULUM: Western literature (Wordsworth/Coleridge) - not typical WAEC set text
80,6-OFF_CURRICULUM_CHECK,"The anular ligament is an important structure associated with which specific joint, helping to retain the head of the radius?",,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB Biology scope
322,6-OFF_CURRICULUM_CHECK,Which criterion evaluates a candidate's ability to use a wide range of vocabulary accurately and appropriately in the IELTS Speaking test?,,OFF_CURRICULUM: IELTS test - not in Nigerian curriculum
494,6-OFF_CURRICULUM_CHECK,"A key ethical concept often debated in the context of euthanasia and abortion is 'sanctity of life', which suggests that:",,OFF_CURRICULUM: bioethics (euthanasia/abortion) - not in curriculum
526,6-OFF_CURRICULUM_CHECK,what is life,,"OFF_CURRICULUM: vague philosophical prompt ""what is life"" - not exam-appropriate"
75,6-OFF_CURRICULUM_CHECK,"Which tarsal bone articulates with the talus proximally and the cuneiforms distally, playing a key role in forming the medial longitudinal arch of the foot?",,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB scope
884,6-OFF_CURRICULUM_CHECK,What is a common characteristic that distinguishes a Shakespearean sonnet from a Petrarchan sonnet?,,OFF_CURRICULUM: Western sonnet forms (Shakespearean vs Petrarchan) - too specific/non-curriculum
886,6-OFF_CURRICULUM_CHECK,"What is the most common meter used in Shakespeare's plays and sonnets, consisting of five pairs of unstressed and stressed syllables per line?",,OFF_CURRICULUM: iambic pentameter/Shakespeare specifics - too specific/non-curriculum
68,6-OFF_CURRICULUM_CHECK,"The coronoid fossa and olecranon fossa are depressions found on which bone, crucial for articulation at the elbow joint?",,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB scope
61,6-OFF_CURRICULUM_CHECK,"Which microscopic structure directly connects adjacent lacunae in compact bone, facilitating nutrient and waste exchange for osteocytes?",,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB scope
70,6-OFF_CURRICULUM_CHECK,"Insufficient production of vitamin D can lead to impaired mineralization of bone in children, resulting in a condition known as what?",,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB scope
84,6-OFF_CURRICULUM_CHECK,"Which of the following ligaments is considered the strongest in the body, preventing hyperextension of the hip joint by twisting when the joint extends?",,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB scope
85,6-OFF_CURRICULUM_CHECK,"The primary function of the patella (kneecap) is to serve as what type of bone, and how does this affect muscle action?",,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB scope
86,6-OFF_CURRICULUM_CHECK,The hyoid bone is unique among most bones because it does not articulate directly with any other bone. What is its primary functional role?,,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB scope
89,6-OFF_CURRICULUM_CHECK,"An abnormal lateral curvature of the spine, often accompanied by vertebral rotation, is medically known as what?",,OFF_CURRICULUM: advanced human anatomy - beyond WAEC/JAMB scope
316,6-OFF_CURRICULUM_CHECK,The Academic IELTS test is divided into how many main modules or parts?,,OFF_CURRICULUM: IELTS test - not in Nigerian curriculum
319,6-OFF_CURRICULUM_CHECK,Which of the following accurately describes the structure of the IELTS Speaking test?,,OFF_CURRICULUM: IELTS test - not in Nigerian curriculum
321,6-OFF_CURRICULUM_CHECK,All of the following are common question types in the IELTS Listening test EXCEPT:,,OFF_CURRICULUM: IELTS test - not in Nigerian curriculum
