id,review_tier,question_text,difficulty,predicted_subject,predicted_subtopic_id,predicted_subtopic_name,final_subtopic_id,annotation
20,1-CONFIRM,Which number is greater: $\sqrt{5}+\sqrt{6}$ or $3+\sqrt{2}$?,hard,Mathematics,,,209.0,compare surds - Simplification of Expressions Involving Indices
24,1-CONFIRM,"If $x = \sqrt{3}+1$, what is the value of $x^2-2x+1$?",hard,Mathematics,,,209.0,surds - Simplification of Expressions Involving Indices
34,1-CONFIRM,Which of the following numbers is larger: \( \sqrt{10} - \sqrt{5} \) or \( \sqrt{7} - \sqrt{3} \)?,hard,Mathematics,,,209.0,compare surds - Simplification of Expressions Involving Indices
38,1-CONFIRM,Find the smallest integer \( n \) such that \( \sqrt{n^2 + 20n + 99} \) is an integer.,hard,Mathematics,,,209.0,surds - Simplification of Expressions Involving Indices
91,1-CONFIRM,Which hormone is primarily responsible for maintaining the uterine lining and preventing uterine contractions during the early stages of mammalian pregnancy?,medium,Biology,,,10.0,pregnancy hormone - Sexual Reproduction
94,1-CONFIRM,The placenta in mammals serves multiple vital functions during pregnancy. Which of the following is NOT a primary role of the placenta?,medium,Biology,,,10.0,placenta function - Sexual Reproduction
95,1-CONFIRM,Which hormone surge directly triggers ovulation in the ovarian cycle of mammals?,medium,Biology,,,10.0,ovulation hormone - Sexual Reproduction
96,1-CONFIRM,"In female mammals, what is the role of the corpus luteum after ovulation?",medium,Biology,,,10.0,corpus luteum - Sexual Reproduction
98,1-CONFIRM,"What is the process called when the blastocyst embeds itself into the endometrium (uterine wall), marking the beginning of pregnancy?",medium,Biology,,,10.0,implantation - Sexual Reproduction
99,1-CONFIRM,"During mammalian parturition (childbirth), which hormone is responsible for stimulating strong uterine contractions?",medium,Biology,,,10.0,parturition hormone - Sexual Reproduction
109,1-CONFIRM,"Grafting, a common practice in fruit tree cultivation and horticulture, primarily involves:",medium,Agricultural Science,,,99.0,grafting - Methods of Crop Propagation
132,1-CONFIRM,In which of the following words is the stress placed on the **first syllable**?,medium,English Language,,,162.0,stress on syllable - Emphatic Stress
147,1-CONFIRM,A document issued by a seller to a buyer when goods are returned or an overcharge is corrected is called a:,medium,Accounting,,,91.0,credit note document - Source Documents
153,1-CONFIRM,The document that serves as an offer to sell specific goods at a stated price and terms is a:,medium,Accounting,,,91.0,pro forma invoice - Source Documents
174,1-CONFIRM,Which book of original entry records goods purchased on credit?,easy,Accounting,,,91.0,purchases day book - Source Documents
175,1-CONFIRM,An invoice issued by a seller to a buyer indicates:,medium,Accounting,,,91.0,invoice document - Source Documents
187,1-CONFIRM,A car accelerates uniformly from rest at 2 m/s² for 5 seconds. What is the distance covered by the car during this time?,medium,Physics,,,214.0,uniform acceleration distance - Acceleration and Equations of Motion
191,1-CONFIRM,"An echo is heard 3 seconds after a sound is produced. If the speed of sound in air is 330 m/s, what is the distance of the reflecting surface from the source?",medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
203,1-CONFIRM,"If log_x 8 = 3, what is the value of x?",easy,Mathematics,,,292.0,solve logarithm equation - Logarithms
210,1-CONFIRM,"If sin θ = 3/5 and θ is an acute angle, find tan θ.",medium,Mathematics,,,298.0,trig ratio sin/tan - Trigonometry
211,1-CONFIRM,The area of a circle is 154 cm². Find its radius (take π = 22/7).,medium,Mathematics,,,296.0,area of circle find radius - Mensuration
212,1-CONFIRM,A cylinder has a radius of 3 cm and a height of 7 cm. Calculate its volume (take π = 22/7).,medium,Mathematics,,,296.0,volume of cylinder - Mensuration
215,1-CONFIRM,"Find the distance between the points (1, 2) and (4, 6).",medium,Mathematics,,,288.0,distance between points - Coordinate Geometry
220,1-CONFIRM,Which figure of speech makes a direct comparison between two unlike things without using 'like' or 'as'?,easy,Literature in English,,,256.0,metaphor - Poetic Devices
221,1-CONFIRM,"A long speech delivered by a character alone on stage, revealing their innermost thoughts and feelings, is known as a:",medium,Literature in English,,,255.0,soliloquy - Dramatic Devices
223,1-CONFIRM,The central idea or underlying message that a writer explores in a literary work is its:,easy,Literature in English,,,257.0,central theme - Themes & Messages
226,1-CONFIRM,Hints or clues given by an author about future events or outcomes in a story are known as:,medium,Literature in English,,,256.0,foreshadowing - Poetic Devices
237,1-CONFIRM,Which of the following words has the stress on the first syllable?,medium,English Language,,,162.0,stress on syllable - Emphatic Stress
249,1-CONFIRM,The buying and selling of goods within the borders of a country is referred to as,easy,Commerce,,,52.0,home trade - Home Trade And Foreign Trade
287,1-CONFIRM,The process by which plants lose water vapor from their leaves is called:,easy,Biology,,,15.0,transpiration - Transport in plant
298,1-CONFIRM,"If Sales Revenue is N80,000 and Cost of Goods Sold is N50,000, what is the Gross Profit?",easy,Accounting,,,97.0,gross profit calculation - Trading Profit and Loss Account
308,1-CONFIRM,Evaluate $\sqrt{3} \times \sqrt{15}$.,medium,Mathematics,,,209.0,evaluate surds - Simplification of Expressions Involving Indices
312,1-CONFIRM,"If $x = 3 + \sqrt{2}$ and $y = 3 - \sqrt{2}$, find $xy$.",medium,Mathematics,,,209.0,surds product - Simplification of Expressions Involving Indices
315,1-CONFIRM,Evaluate $(\sqrt{12} - \sqrt{3})^2$.,medium,Mathematics,,,209.0,evaluate surds - Simplification of Expressions Involving Indices
474,1-CONFIRM,The amalgamation of the Northern and Southern Protectorates of Nigeria took place in what year?,medium,History,280.0,Amalgamation of Nigeria (1914),280.0,
654,1-CONFIRM,The amalgamation of Northern and Southern Nigeria was carried out in the year,medium,History,280.0,Amalgamation of Nigeria (1914),280.0,
986,1-CONFIRM,Which of the following electronic configurations represents a stable transition metal ion with a d^0 configuration?,medium,Chemistry,25.0,Electronic configuration,25.0,
176,1-CONFIRM,The primary purpose of preparing a Trial Balance is to:,medium,Accounting,96.0,Errors Revealed and Not Revealed by a Trial Balance,96.0,
184,1-CONFIRM,Which of the following errors would NOT be disclosed by a Trial Balance?,medium,Accounting,96.0,Errors Revealed and Not Revealed by a Trial Balance,96.0,
296,1-CONFIRM,The primary purpose of preparing a trial balance is to:,medium,Accounting,96.0,Errors Revealed and Not Revealed by a Trial Balance,96.0,
399,1-CONFIRM,Which of the following errors would NOT be revealed by a trial balance?,medium,Accounting,96.0,Errors Revealed and Not Revealed by a Trial Balance,96.0,
395,1-CONFIRM,The theory of evolution suggests that all life on Earth shares a common ancestor. Evidence for this includes:,medium,Biology,21.0,Evidence Of Evolution,21.0,
165,1-CONFIRM,Which of the following nitrogenous bases is found in RNA but not in DNA?,easy,Biology,80.0,DNA,80.0,
517,1-CONFIRM,"In the reaction Cu^2+(aq) + 4NH3(aq) <=> [Cu(NH3)4]^2+(aq), which species acts as a Lewis acid?",hard,Chemistry,5.0,Acid,5.0,
543,1-CONFIRM,Which of the following is NOT a general property of acids?,medium,Chemistry,5.0,Acid,5.0,
396,1-CONFIRM,The accounting principle that states every debit entry must have a corresponding credit entry is known as the __________ principle.,easy,Accounting,92.0,Double-Entry Principle,92.0,
462,1-CONFIRM,The independence of the judiciary is best guaranteed by...,medium,Government,228.0,The Judiciary,228.0,
668,1-CONFIRM,"Democracy is government of the people, by the people and for the",medium,Government,223.0,Democracy and Forms of Government,223.0,
743,1-CONFIRM,Which form of economic integration requires members to not only eliminate tariffs and non-tariff barriers among themselves but also adopt a common external trade policy towards non-member countries?,hard,Mathematics,7.0,integration,7.0,
302,2-SKIM_AND_CONFIRM,The financial statement that provides a snapshot of an entity's financial position at a specific point in time is the:,easy,Accounting,90.0,Classification of Financial Transactions,90.0,
656,2-SKIM_AND_CONFIRM,A source document in accounting is used to,medium,Accounting,91.0,Source Documents,91.0,
777,2-SKIM_AND_CONFIRM,"When interest on partners' capital is provided for in the partnership agreement, how is it typically treated in the financial statements?",medium,Accounting,90.0,Classification of Financial Transactions,90.0,
102,2-SKIM_AND_CONFIRM,"Which of the following essential plant macronutrients is a key component of chlorophyll, promotes vigorous vegetative growth, and is commonly supplied to crops through fertilizers like urea and ammonium nitrate?",medium,Agricultural Science,100.0,Crop Pests and Diseases,100.0,
110,2-SKIM_AND_CONFIRM,"Following successful pollination and fertilization in most flowering plants, which specific part of the flower typically develops into the fruit?",medium,Biology,22.0,fertilization and development,22.0,
158,2-SKIM_AND_CONFIRM,"If a pure tall pea plant (genotype TT) is crossed with a pure dwarf pea plant (genotype tt), what will be the genotype of the F1 generation?",easy,Biology,15.0,Transport in plant,15.0,
279,2-SKIM_AND_CONFIRM,"If a homozygous tall pea plant (TT) is crossed with a homozygous dwarf pea plant (tt), what will be the genotype of the F1 generation?",medium,Biology,15.0,Transport in plant,15.0,
371,2-SKIM_AND_CONFIRM,The genetic material that carries information about an organism and is passed from parent to offspring is primarily:,medium,Biology,83.0,Genetic variation,83.0,
502,2-SKIM_AND_CONFIRM,"If a homozygous tall pea plant (TT) is crossed with a homozygous dwarf pea plant (tt), what will be the genotype of the F1 generation?",medium,Biology,15.0,Transport in plant,15.0,
505,2-SKIM_AND_CONFIRM,What are the main products of the light-dependent reactions of photosynthesis?,medium,Chemistry,24.0,neutralization Reaction,11.0,predicted_subject was Chemistry; question is Biology (light-dependent reactions of photosynthesis) - corrected subject+subtopic
930,2-SKIM_AND_CONFIRM,The passing of genetic information from parents to offspring is a key aspect of which characteristic of life?,medium,Biology,83.0,Genetic variation,83.0,
933,2-SKIM_AND_CONFIRM,Organisms that can produce their own food using light or chemical energy are known as:,medium,Biology,16.0,Food Chain,16.0,
659,2-SKIM_AND_CONFIRM,An entrepreneur is a person who,medium,Business admin,266.0,Characteristics of an Entrepreneur,266.0,
839,2-SKIM_AND_CONFIRM,What is a core characteristic of Christian discipleship?,medium,CRS,50.0,Discipleship and Cost,50.0,
2,2-SKIM_AND_CONFIRM,Which of the following functional groups contains a carbonyl group bonded to an oxygen atom and an alkyl or aryl group?,medium,Chemistry,31.0,Hydro Carbon,31.0,
6,2-SKIM_AND_CONFIRM,Which set of conditions generally favors an SN2 reaction over an SN1 reaction?,medium,Chemistry,24.0,neutralization Reaction,24.0,
7,2-SKIM_AND_CONFIRM,"According to Hückel's rule, for a compound to be considered aromatic, it must be cyclic, planar, fully conjugated, and possess a specific number of pi electrons. What is this number?",medium,Chemistry,111.0,Valence Shell Electron Pair Repulsion (VSEPR) Theory,117.0,
9,2-SKIM_AND_CONFIRM,Polyethylene is a polymer formed from the polymerization of ethene monomers. What type of polymerization reaction is this?,medium,Chemistry,24.0,neutralization Reaction,24.0,
264,2-SKIM_AND_CONFIRM,Which of the following substances will produce a blue precipitate when added to an aqueous solution of copper(II) sulfate?,medium,Chemistry,88.0,Solution Stoichiometry and Titration,88.0,
269,2-SKIM_AND_CONFIRM,For the reversible reaction: N₂(g) + 3H₂(g) ⇌ 2NH₃(g) ΔH = -92 kJ/mol. Which change will shift the equilibrium position to the right (favour ammonia production)?,medium,Chemistry,24.0,neutralization Reaction,24.0,
272,2-SKIM_AND_CONFIRM,A solution has a pH of 3. What is the concentration of hydroxide ions ([OH⁻]) in the solution?,medium,Chemistry,31.0,Hydro Carbon,5.0,
385,2-SKIM_AND_CONFIRM,"Most biological enzymes, which act as catalysts for biochemical reactions, belong to which class of macromolecules?",medium,Chemistry,24.0,neutralization Reaction,,No matching subtopic: general metabolism/enzyme classification concept not covered by Chemistry or Biology subtopic lists
545,2-SKIM_AND_CONFIRM,A solution has a pH of 9. This solution is considered:,medium,Chemistry,88.0,Solution Stoichiometry and Titration,88.0,
607,2-SKIM_AND_CONFIRM,A solution with a pH value of 2 is considered to be:,easy,Chemistry,88.0,Solution Stoichiometry and Titration,88.0,
665,2-SKIM_AND_CONFIRM,The particle with a negative charge isproton,medium,Chemistry,26.0,Subatomic Particle,26.0,
477,2-SKIM_AND_CONFIRM,The system of government in which eligible citizens vote directly on policy issues or laws is known as...,medium,Civic Education,36.0,Right And Duities Of A Citizen,37.0,Predicted subtopic (Right/Duties of Citizen) too narrow; content is about democracy features/political apathy - corrected to Features Of Democracy
725,2-SKIM_AND_CONFIRM,"A significant decline in citizens' belief that their individual actions can influence the political system, even if they understand how the system works, is primarily indicative of a fall in which dimension of political efficacy?",hard,Civic Education,36.0,Right And Duities Of A Citizen,36.0,
728,2-SKIM_AND_CONFIRM,Which structural feature of a democratic system is most frequently cited as a potential contributor to political apathy among citizens?,hard,Civic Education,36.0,Right And Duities Of A Citizen,37.0,Predicted subtopic (Right/Duties of Citizen) too narrow; content is about democracy features/political apathy - corrected to Features Of Democracy
733,2-SKIM_AND_CONFIRM,Some critical theories argue that political apathy is not merely a failure of citizens but can be a deliberate outcome fostered by political elites. This perspective suggests apathy is cultivated to:,hard,Civic Education,36.0,Right And Duities Of A Citizen,37.0,Predicted subtopic (Right/Duties of Citizen) too narrow; content is about democracy features/political apathy - corrected to Features Of Democracy
405,2-SKIM_AND_CONFIRM,Which of the following items would NOT typically appear in a Partnership Appropriation Account?,medium,Commerce,63.0,Sole Proprietorship And Partnership,63.0,
779,2-SKIM_AND_CONFIRM,"Partners Alex and Ben have capital balances of $60,000 and $40,000, respectively. They agree to admit Cathy for a 20% interest in the partnership. Cathy contributes $30,000 in cash. Assuming the bonus method is used, what is the total capital of the partnership immediately after Cathy's admission?",medium,Commerce,63.0,Sole Proprietorship And Partnership,63.0,
780,2-SKIM_AND_CONFIRM,"When a partner withdraws from a partnership, and the remaining partners pay the withdrawing partner from their personal assets (not partnership assets), what is the effect on the partnership's total capital?",medium,Commerce,63.0,Sole Proprietorship And Partnership,63.0,
781,2-SKIM_AND_CONFIRM,"In the liquidation of a partnership, what is the correct order of cash distribution to the various claims?",medium,Commerce,63.0,Sole Proprietorship And Partnership,63.0,
782,2-SKIM_AND_CONFIRM,A partnership agreement provides for annual salaries to partners A and B. These salaries are considered:,medium,Commerce,63.0,Sole Proprietorship And Partnership,63.0,
783,2-SKIM_AND_CONFIRM,"A and B are partners with capital balances of $70,000 and $50,000, respectively. They agree to admit C, who contributes $40,000 for a 25% interest in the partnership. If the total agreed capital of the partnership after C's admission is $180,000, what amount of goodwill is recognized?",medium,Commerce,63.0,Sole Proprietorship And Partnership,63.0,
854,2-SKIM_AND_CONFIRM,You need to write an email to your university professor requesting an extension on an assignment. Which opening salutation is most appropriate?,medium,Data Processing,140.0,Internet Services and Email,140.0,
857,2-SKIM_AND_CONFIRM,You are writing a complaint email to a company about a faulty product. Which tone is most appropriate?,medium,Data Processing,140.0,Internet Services and Email,140.0,
47,2-SKIM_AND_CONFIRM,The Law of Diminishing Marginal Utility helps explain why the demand curve for a normal good is:,medium,Economics,126.0,Demand And Supply,126.0,
142,2-SKIM_AND_CONFIRM,The primary objective of a commercial bank is to:,medium,Economics,119.0,Commercial And Central Banking,119.0,
185,2-SKIM_AND_CONFIRM,Which of the following groups are external users of accounting information?,easy,Accounting,97.0,"Trading, Profit and Loss Account",97.0,
459,2-SKIM_AND_CONFIRM,Constitutionalism refers to the idea that government power should be...,medium,Government,223.0,Democracy and Forms of Government,221.0,
469,2-SKIM_AND_CONFIRM,A major challenge to federalism in Nigeria has been...,hard,Government,232.0,Military Rule and Nigerian Federalism,232.0,
472,2-SKIM_AND_CONFIRM,"In a federal system of government, power is constitutionally shared between the central government and...",medium,Government,223.0,Democracy and Forms of Government,223.0,
466,2-SKIM_AND_CONFIRM,The pre-colonial Igbo political system was largely characterized by...,medium,History,284.0,Causes of Colonial Rule,286.0,
225,2-SKIM_AND_CONFIRM,"Which dramatic genre typically features a protagonist who experiences a downfall due to a fatal flaw or adverse fate, often ending in death?",medium,Literature in English,255.0,Dramatic Devices,255.0,
450,2-SKIM_AND_CONFIRM,"A story told from the perspective of “I,” where the narrator is a character within the story, uses which point of view?",easy,Literature in English,246.0,Character Analysis,246.0,
355,2-SKIM_AND_CONFIRM,Which pair of quantities consists of one scalar and one vector?,medium,Mathematics,287.0,Vector Algebra,287.0,
706,2-SKIM_AND_CONFIRM,"The sum of the first n terms of a geometric series is 127 and the sum of their reciprocals is (127)/(64). If the first term is 1, find n and the common ratio r:",easy,Mathematics,203.0,Geometric Progression (GP),203.0,
111,2-SKIM_AND_CONFIRM,A car accelerates uniformly from rest at 2 m/s² for 5 seconds. What is its final velocity?,easy,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
113,2-SKIM_AND_CONFIRM,The property of sound that relates to its frequency is its:,easy,Physics,305.0,Wave Properties and Sound,305.0,
200,2-SKIM_AND_CONFIRM,The acceleration due to gravity (g) on the surface of a planet depends on the planet's mass (M) and radius (R) by the formula:,medium,Physics,214.0,Acceleration and Equations of Motion,214.0,
326,2-SKIM_AND_CONFIRM,A car travels 5 km east and then 3 km west. What is the magnitude of its displacement?,medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
330,2-SKIM_AND_CONFIRM,Acceleration is defined as the rate of change of...,medium,Physics,214.0,Acceleration and Equations of Motion,214.0,
331,2-SKIM_AND_CONFIRM,What are the standard SI units for acceleration?,medium,Physics,214.0,Acceleration and Equations of Motion,214.0,
334,2-SKIM_AND_CONFIRM,A car accelerates uniformly from rest at 2 m/s² for 5 seconds. What is its final velocity?,medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
338,2-SKIM_AND_CONFIRM,"In projectile motion, neglecting air resistance, the horizontal component of velocity:",medium,Physics,219.0,"Electric Current, Voltage and Resistance",299.0,Projectile motion/kinematics - corrected from Electricity to Mechanics topic
345,2-SKIM_AND_CONFIRM,"If a car is moving east and its acceleration is directed west, what is happening to the car?",medium,Physics,214.0,Acceleration and Equations of Motion,214.0,
346,2-SKIM_AND_CONFIRM,Which concept explains why a body in motion tends to stay in motion unless acted upon by an external force?,medium,Physics,215.0,Newton's Laws of Motion,215.0,
347,2-SKIM_AND_CONFIRM,A ball is thrown vertically upwards with an initial velocity of 20 m/s. How long does it take to reach its highest point? (Assume g = 10 m/s²),medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
353,2-SKIM_AND_CONFIRM,The instantaneous velocity of an object refers to its velocity at:,medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
412,2-SKIM_AND_CONFIRM,"Three resistors, 2 Ω, 3 Ω, and 6 Ω, are connected in parallel. What is their equivalent resistance?",easy,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
417,2-SKIM_AND_CONFIRM,"A 2 kg mass moving at 5 m/s collides with a stationary 3 kg mass. If they stick together after the collision, what is their common velocity?",medium,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
422,2-SKIM_AND_CONFIRM,"A ball is thrown vertically upwards. Neglecting air resistance, at its maximum height, its:",easy,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
423,2-SKIM_AND_CONFIRM,An object is placed 20 cm from a converging lens with a focal length of 10 cm. What type of image is formed and its distance from the lens?,hard,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
430,2-SKIM_AND_CONFIRM,An object is placed 15 cm in front of a plane mirror. What is the distance between the object and its image?,easy,Physics,213.0,"Distance, Displacement, Speed and Velocity",213.0,
434,2-SKIM_AND_CONFIRM,"Three resistors of 2 Ω, 3 Ω, and 5 Ω are connected in series. What is their equivalent resistance?",easy,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
638,2-SKIM_AND_CONFIRM,"A ball is dropped from a certain height. Neglecting air resistance, which of the following quantities is conserved during its fall?",medium,Physics,219.0,"Electric Current, Voltage and Resistance",219.0,
814,2-SKIM_AND_CONFIRM,Kí ni 'Ayan Ogbufo' gangan túmọ̀ sí nínú èdè Yorùbá?,medium,Yoruba,259.0,Ìgbéyàwó àti Ètò Ẹbí Yorùbá,259.0,
305,2-SKIM_AND_CONFIRM,Which of the following is a source document for recording cash payments?,easy,Accounting,91.0,Source Documents,91.0,
92,2-SKIM_AND_CONFIRM,Where does fertilization typically occur in the mammalian female reproductive tract?,medium,Biology,22.0,fertilization and development,22.0,
156,2-SKIM_AND_CONFIRM,Which of the following organelles is primarily responsible for cellular respiration and the production of ATP?,easy,Biology,76.0,cell division,79.0,
168,2-SKIM_AND_CONFIRM,"The theory of natural selection, a cornerstone of modern evolutionary biology, was primarily proposed by:",easy,Biology,21.0,Evidence Of Evolution,19.0,
276,2-SKIM_AND_CONFIRM,Which of the following organelles is primarily responsible for protein synthesis in a cell?,easy,Biology,76.0,cell division,78.0,"Low confidence: question is about protein synthesis (ribosomes), which isn't a listed organelle subtopic; nucleus is closest available option"
278,2-SKIM_AND_CONFIRM,"In the five-kingdom classification system, organisms that are unicellular and prokaryotic belong to the kingdom:",medium,Biology,8.0,reproductive system,8.0,
288,2-SKIM_AND_CONFIRM,Which cell organelle is often referred to as the 'powerhouse' of the cell?,easy,Biology,76.0,cell division,76.0,
369,2-SKIM_AND_CONFIRM,"The sum of all chemical reactions that occur in an organism, including both catabolic (breaking down) and anabolic (building up) processes, is called:",medium,Chemistry,24.0,neutralization Reaction,,No matching subtopic: general metabolism concept (catabolism/anabolism) not covered by Chemistry or Biology subtopic lists
374,2-SKIM_AND_CONFIRM,A key distinction between prokaryotic and eukaryotic cells is the presence of:,medium,Biology,76.0,cell division,76.0,
501,2-SKIM_AND_CONFIRM,Which of the following organelles is primarily responsible for cellular respiration and ATP production?,easy,Biology,76.0,cell division,79.0,
506,2-SKIM_AND_CONFIRM,"Which kingdom consists of organisms that are eukaryotic, multicellular, heterotrophic, and lack cell walls?",easy,Biology,76.0,cell division,76.0,
507,2-SKIM_AND_CONFIRM,The fusion of male and female gametes in flowering plants (angiosperms) typically occurs in the:,medium,Biology,15.0,Transport in plant,15.0,
904,2-SKIM_AND_CONFIRM,"Which organelle is responsible for generating most of the cell's supply of adenosine triphosphate (ATP), used as a source of chemical energy?",medium,Biology,76.0,cell division,76.0,
906,2-SKIM_AND_CONFIRM,"Which of the following is a characteristic feature of prokaryotic cells, distinguishing them from eukaryotic cells?",medium,Biology,76.0,cell division,76.0,
931,2-SKIM_AND_CONFIRM,Which of the following represents the correct hierarchical order from simplest to most complex in a multicellular organism?,medium,Biology,76.0,cell division,76.0,
936,2-SKIM_AND_CONFIRM,"The process by which species change over generations in response to their environment, leading to better survival and reproduction, is called:",medium,Biology,9.0,asexual reproduction,9.0,
937,2-SKIM_AND_CONFIRM,"What cellular component is present in ALL living cells, regardless of whether they are prokaryotic or eukaryotic?",medium,Biology,76.0,cell division,76.0,
943,2-SKIM_AND_CONFIRM,"Inorganic reactions often proceed very rapidly at room temperature, while organic reactions are generally characterized by:",medium,Chemistry,24.0,neutralization Reaction,31.0,
495,2-SKIM_AND_CONFIRM,"In Christian theology, the event of Jesus' bodily rising from the dead is known as the:",easy,CRS,48.0,The Baptism of Jesus,,"No matching subtopic: Resurrection of Jesus not covered by CRS subtopic list (Baptism/Temptation, Sermon on Mount, Sovereignty of God)"
3,2-SKIM_AND_CONFIRM,How many structural isomers are possible for the molecular formula C4H10?,medium,Chemistry,87.0,Empirical and Molecular Formulae,87.0,
4,2-SKIM_AND_CONFIRM,The reaction of an alkene with bromine (Br2) to form a dibromoalkane is an example of what type of organic reaction?,medium,Chemistry,24.0,neutralization Reaction,24.0,
224,2-SKIM_AND_CONFIRM,"An exaggerated statement or claim not meant to be taken literally, used for emphasis or effect, is a(n):",medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
262,2-SKIM_AND_CONFIRM,What type of chemical bond is predominantly formed between two non-metallic atoms with similar electronegativities?,easy,Chemistry,111.0,Valence Shell Electron Pair Repulsion (VSEPR) Theory,111.0,
274,2-SKIM_AND_CONFIRM,An element X has an atomic number of 17 and a mass number of 35. How many neutrons are in one atom of X?,easy,Chemistry,74.0,Periodic Law and Atomic Properties,74.0,
376,2-SKIM_AND_CONFIRM,The process by which cells break down glucose and other organic molecules to release energy in the form of ATP is called:,medium,Chemistry,115.0,Isomerism in Organic Compounds,115.0,
384,2-SKIM_AND_CONFIRM,Which class of organic molecules is primarily responsible for storing genetic information?,medium,Chemistry,115.0,Isomerism in Organic Compounds,115.0,
425,2-SKIM_AND_CONFIRM,"When an electron in an atom moves from a higher energy level to a lower energy level, it:",easy,Chemistry,111.0,Valence Shell Electron Pair Repulsion (VSEPR) Theory,111.0,
667,2-SKIM_AND_CONFIRM,"For a chemical reaction that is second-order with respect to a reactant A, how many times does the reaction rate increase when the concentration of [A] is increased by a factor of 2?",easy,Chemistry,24.0,neutralization Reaction,24.0,
907,2-SKIM_AND_CONFIRM,The cell membrane is primarily composed of which type of molecule?,medium,Biology,76.0,cell division,76.0,
950,2-SKIM_AND_CONFIRM,The presence of specific atoms or groups of atoms within an organic molecule that are responsible for its characteristic chemical reactions is described by the concept of:,medium,Chemistry,24.0,neutralization Reaction,31.0,
953,2-SKIM_AND_CONFIRM,"Large molecules formed by the repetitive bonding of smaller molecular units (monomers) are known as polymers. The vast majority of commercially important synthetic polymers (e.g., polyethylene, nylon) are classified as:",medium,Chemistry,110.0,"Intermolecular Forces (Hydrogen bonding, van der Waals)",110.0,
998,2-SKIM_AND_CONFIRM,"The phenomenon where the electronic properties of semiconductor materials change significantly as their size is reduced to the nanoscale, leading to discrete energy levels, is known as:",medium,Chemistry,25.0,Electronic configuration,25.0,
476,2-SKIM_AND_CONFIRM,"Citizenship acquired through birth within a country's territory, irrespective of the nationality of the parents, is known as...",medium,Civic Education,36.0,Right And Duities Of A Citizen,36.0,
738,2-SKIM_AND_CONFIRM,"A 'vicious cycle' of political apathy is often described wherein low citizen engagement leads to policies that are less representative, which in turn further reduces citizen motivation to participate. This dynamic primarily undermines which core democratic principle?",hard,Civic Education,36.0,Right And Duities Of A Citizen,36.0,
879,2-SKIM_AND_CONFIRM,"Which of the following political reforms, designed to increase direct citizen participation in government, was a hallmark of the Progressive Era in the early 20th century?",medium,Civic Education,36.0,Right And Duities Of A Citizen,36.0,
250,2-SKIM_AND_CONFIRM,The principle of insurance that states an insured person cannot make a profit from an insurance claim is,medium,Commerce,59.0,principles of insurance,59.0,
849,2-SKIM_AND_CONFIRM,The concept of data integrity primarily focuses on which aspect of data within a system?,medium,Data Processing,132.0,Basic Definitions of Data and Information,132.0,
58,2-SKIM_AND_CONFIRM,Which of the following scenarios would likely NOT immediately demonstrate the Law of Diminishing Marginal Utility?,medium,Economics,123.0,Trade Restrictions And Exchange Rate,123.0,
247,2-SKIM_AND_CONFIRM,Which of the following is NOT a function of the Central Bank in an economy?,medium,Economics,119.0,Commercial And Central Banking,119.0,
755,2-SKIM_AND_CONFIRM,"If the income elasticity of demand for a product is negative, the product is classified as a(n):",medium,Economics,124.0,National Income,124.0,
238,2-SKIM_AND_CONFIRM,In which of the following words is the 'ch' sound pronounced as /ʃ/ (like in 'shoe')?,medium,Physics,305.0,Wave Properties and Sound,305.0,
468,2-SKIM_AND_CONFIRM,The Richards Constitution of 1946 was notable for its introduction of...,medium,Government,167.0,Functions and Features of a Constitution,167.0,
473,2-SKIM_AND_CONFIRM,The primary function of the legislature in a modern democratic state is to...,easy,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
480,2-SKIM_AND_CONFIRM,Disenfranchisement in an election primarily means...,medium,Mathematics,211.0,"Measures of Central Tendency (Mean, Median, Mode)",211.0,
483,2-SKIM_AND_CONFIRM,The Clifford Constitution of 1922 is notable for introducing...,medium,Government,167.0,Functions and Features of a Constitution,167.0,
703,2-SKIM_AND_CONFIRM,Which organ of government is constitutionally responsible for the interpretation of laws?,easy,Government,223.0,Democracy and Forms of Government,223.0,
878,2-SKIM_AND_CONFIRM,"The 14th Amendment to the U.S. Constitution, ratified during the Reconstruction Era, was primarily designed to:",medium,Government,167.0,Functions and Features of a Constitution,167.0,
784,2-SKIM_AND_CONFIRM,Which of the following was a primary political motivation for European colonialism in the 19th and early 20th centuries?,medium,History,284.0,Causes of Colonial Rule,284.0,
